,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.17467412089242157,9.106467668472973,0.8567971179820634,5.7623625059385555,16.89116251388474
0,2,0.13018261635132636,5.377916842616416,0.9503906141572376,3.9707435864169582,13.385869201009044
0,3,0.11914332518012359,4.306394759560211,0.9683913610292192,3.22650859127306,11.583928892252313
0,4,0.10082685907800834,3.599103987138453,0.9780546074517029,2.7101628171986545,10.180984826577983
0,5,0.10241331818275917,3.3598963759343183,0.9809999969780167,2.650575773583518,10.049823581653877
0,6,0.0995210671994813,3.41866366754238,0.9804356445334061,2.557763779913629,10.385947903911356
0,7,0.09995975663169775,3.290931884481637,0.9819848565848324,2.5350920079459605,10.089679186723375
0,8,0.0970160397736511,3.328056622519391,0.9817012055276969,2.493396664342136,9.653378600526198
0,9,0.09602413615785643,3.4162620815996276,0.9807760252778596,2.6468717166355678,9.641316692607518
0,10,0.09061539797504067,3.1455936581391235,0.9837176105189148,2.3960623055053274,9.138675397847905
0,11,0.09497157645916059,3.191534166955835,0.9832627799532938,2.433838809745899,9.424044146533292
0,12,0.12228417106793457,5.267055671420427,0.9544272422141489,3.873499153304274,13.234816521769124
0,13,0.08843599707421324,3.252798883572624,0.9827138818584097,2.449640393257141,8.844323729508902
0,14,0.09444433883127472,3.2106699088204027,0.9832786685721743,2.5179230866608795,9.501965054711919
