,Indicator,MSE,MAPE,RMSE,R2,MAE,SMAPE
0,AQI,3.2255414466226995,0.024576041544759886,1.7959792444854978,0.9611124339730641,1.2326605771997161,2.4650433200415227
0,PM2.5,1.0781283170002771,0.034623472382536304,1.038329580143163,0.9544929970781693,0.8271636715641728,3.3987703785471015
0,PM10,8.817809928258669,0.03531429917803118,2.969479740334773,0.9532695473823216,1.8511106427274229,3.478119057618219
0,SO2,0.32638353903947703,0.0413850715253631,0.5712998678798001,0.9862402179995918,0.39946916368272567,4.13063572279483
0,NO2,3.6225023025481815,0.0583764464192769,1.9032872359547262,0.975765804339852,1.4593424125953958,5.7595495224611035
0,O3,13.654895576295452,0.044606453189122375,3.6952531139687106,0.9904756354434149,2.8289896498865157,4.465830535207249
0,CO,19.4390009910106,0.055855229867999956,4.408968245634187,0.9826020868579487,3.5333835866716172,5.565702511955973
