,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.1112270676477422,4.455250933318767,0.9316330456803046,2.723615414387471,10.515197730994746
0,2,0.07137074770964663,2.7146244431456927,0.974781715544563,1.8348301738297859,6.966850578509831
0,3,0.05444232758399333,2.262784891454198,0.9825881713770741,1.486690684540631,5.40059555581532
0,4,0.06498906647035446,2.616972891080653,0.9768699210818238,1.7005410556135507,6.361348411393014
0,5,0.056021738690804054,2.1542009116554994,0.9844299874585971,1.4758189585473802,5.489004799764704
0,6,0.058957015189224415,2.267714457819753,0.9828564996373783,1.5521034160694043,5.7666092266357785
0,7,0.04964125997000191,2.193366808509099,0.9840514890834369,1.3871035710187025,4.931969903953772
0,8,0.05309939601048858,2.258872789738582,0.9831652370256218,1.4487455043386905,5.21543945420296
0,9,0.051787292452173186,2.186465637270908,0.9842770577603235,1.4049212115151541,5.034544114734044
0,10,0.05069434274026542,2.2449801444432773,0.9834542146074229,1.4184201123903124,4.977756567044348
0,11,0.05183628675305724,2.2201966360120533,0.9838571876598223,1.4276672169782114,5.072924290625954
0,12,0.052229698436557614,2.265153688257097,0.9832254542108786,1.4450845300716206,5.122385669393475
0,13,0.051755392529080985,2.230866107049652,0.9837887639026327,1.4377891666748945,5.0479926913211965
0,14,0.06229994839825766,2.543148492060659,0.9789501358578107,1.6402672025892469,5.947463607403029
