,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.10939400095687507,4.442601073844177,0.9320207251229,2.713904181042233,10.420631953325094
0,2,0.07319121769908725,2.7378423636108815,0.9743484916740269,1.8549991205436032,7.091144928426488
0,3,0.05929872162824336,2.3376963334094003,0.9814162208930008,1.5412339576303142,5.739919213074029
0,4,0.05069653479830527,1.9758371861018131,0.9868149744289243,1.3663040029591527,4.959172563100809
0,5,0.04595671024172366,1.8318234570282537,0.9887414157088606,1.2521140972773235,4.581002618668495
0,6,0.046688501262423014,1.9214313635646771,0.9876924243479425,1.3105081611579947,4.738859361294805
0,7,0.05015173358847635,1.9001064185053578,0.9880311215730196,1.3432740023438359,4.968990787842606
0,8,0.04776605065731856,1.8980628895285099,0.9881137556420321,1.3003839736289167,4.7751156652830336
0,9,0.05113136276449336,1.920496042973677,0.9878695939183306,1.354674768447876,5.024115239000742
0,10,0.04853287744722917,1.9172546445679877,0.9879323702916182,1.3262735202158098,4.867375958097025
0,11,0.047956139473437874,1.8624442397889431,0.9886404042679503,1.304655482803566,4.753266901491444
0,12,0.05505831762624795,2.2104108341652755,0.9840264508256771,1.4987738532741575,5.4021040582980655
0,13,0.04614454501964119,1.8659535592583627,0.9886584925809822,1.304442658143885,4.606140135811298
0,14,0.04637303455749443,1.9432648551357798,0.9877094914880635,1.3100589116414387,4.6102073792020555
