Time,AQI,PM2.5,PM10,SO2,NO2,O3,O3_8h,CO,AT,ATM,WDIR,WFS,PRCP,RH,AQI.1
2020/5/28 18:00,39.0,13.0,23.0,5.0,20.0,126.0,131.0,0.28,24.0,162.0,180.0,2.0,0.0,18.0,40.0
2020/5/28 18:00,39.0,13.0,23.0,5.0,20.0,126.0,131.0,0.28,24.0,162.0,180.0,2.0,0.0,18.0,46.5
2020/5/28 19:00,53.0,16.0,56.0,5.0,21.0,119.0,133.0,0.28,22.0,200.0,180.0,2.0,0.0,23.0,53.0
2020/5/28 19:00,53.0,16.0,56.0,5.0,21.0,119.0,133.0,0.28,22.0,200.0,180.0,2.0,0.0,23.0,53.0
2020/5/28 20:00,63.0,20.0,76.0,5.0,21.0,106.0,128.0,0.37,18.0,336.0,315.0,2.0,0.0,27.0,63.0
2020/5/28 20:00,63.0,20.0,76.0,5.0,21.0,106.0,128.0,0.37,18.0,336.0,315.0,2.0,0.0,27.0,63.0
2020/5/28 21:00,54.0,22.0,57.0,5.0,26.0,99.0,122.0,0.3,18.0,259.0,270.0,2.0,0.0,38.0,53.0
2020/5/28 21:00,54.0,22.0,57.0,5.0,26.0,99.0,122.0,0.3,18.0,259.0,270.0,2.0,0.0,38.0,53.0
2020/5/28 22:00,57.0,25.0,63.0,6.0,47.0,66.0,114.0,0.43,17.0,55.0,45.0,1.0,0.0,46.0,57.0
2020/5/28 22:00,57.0,25.0,63.0,6.0,47.0,66.0,114.0,0.43,17.0,55.0,45.0,1.0,0.0,46.0,57.0
2020/5/28 23:00,63.0,24.0,75.0,6.0,50.0,57.0,104.0,0.38,15.0,186.0,180.0,1.0,0.0,45.0,49.0
2020/5/28 23:00,63.0,24.0,75.0,6.0,50.0,57.0,104.0,0.38,15.0,186.0,180.0,1.0,0.0,45.0,63.0
2020/5/28 23:00,63.0,24.0,75.0,6.0,50.0,57.0,104.0,0.38,15.0,186.0,180.0,1.0,0.0,45.0,63.0
2020/5/29 0:00,58.0,22.0,66.0,7.0,60.0,41.0,93.0,0.4,14.0,220.0,225.0,1.0,0.0,48.0,58.0
2020/5/29 0:00,58.0,22.0,66.0,7.0,60.0,41.0,93.0,0.4,14.0,220.0,225.0,1.0,0.0,48.0,58.0
2020/5/29 0:00,58.0,22.0,66.0,7.0,60.0,41.0,93.0,0.4,14.0,220.0,225.0,1.0,0.0,48.0,57.5
2020/5/29 1:00,57.0,23.0,64.0,8.0,71.0,20.0,20.0,0.57,13.0,226.0,225.0,2.0,0.0,50.0,57.0
2020/5/29 1:00,57.0,23.0,64.0,8.0,71.0,20.0,20.0,0.57,13.0,226.0,225.0,2.0,0.0,50.0,57.0
2020/5/29 2:00,58.0,23.0,66.0,8.0,64.0,23.0,22.0,0.5,13.0,311.0,315.0,2.0,0.0,62.0,58.0
2020/5/29 2:00,58.0,23.0,66.0,8.0,64.0,23.0,22.0,0.5,13.0,311.0,315.0,2.0,0.0,62.0,58.0
2020/5/29 3:00,57.0,23.0,64.0,8.0,70.0,12.0,19.0,0.55,12.0,177.0,180.0,1.0,0.0,58.0,57.0
2020/5/29 3:00,57.0,23.0,64.0,8.0,70.0,12.0,19.0,0.55,12.0,177.0,180.0,1.0,0.0,58.0,57.0
2020/5/29 4:00,65.0,24.0,80.0,9.0,68.0,11.0,17.0,0.57,12.0,329.0,315.0,1.0,0.0,59.0,65.0
2020/5/29 4:00,65.0,24.0,80.0,9.0,68.0,11.0,17.0,0.57,12.0,329.0,315.0,1.0,0.0,59.0,65.0
2020/5/29 5:00,68.0,24.0,85.0,12.0,67.0,8.0,15.0,0.63,11.0,298.0,315.0,2.0,0.0,65.0,68.0
2020/5/29 5:00,68.0,24.0,85.0,12.0,67.0,8.0,15.0,0.63,11.0,298.0,315.0,2.0,0.0,65.0,68.0
2020/5/29 6:00,72.0,29.0,94.0,23.0,61.0,9.0,14.0,1.05,11.0,282.0,270.0,1.0,0.0,64.0,70.0
2020/5/29 6:00,72.0,29.0,94.0,23.0,61.0,9.0,14.0,1.05,11.0,282.0,270.0,1.0,0.0,64.0,72.0
2020/5/29 6:00,72.0,29.0,94.0,23.0,61.0,9.0,14.0,1.05,11.0,282.0,270.0,1.0,0.0,64.0,72.0
2020/5/29 7:00,77.0,29.0,104.0,29.0,59.0,11.0,14.0,1.4,12.0,324.0,315.0,1.0,0.0,63.0,77.0
2020/5/29 7:00,77.0,29.0,104.0,29.0,59.0,11.0,14.0,1.4,12.0,324.0,315.0,1.0,0.0,63.0,77.0
2020/5/29 8:00,75.0,31.0,99.0,28.857142857142858,59.0,22.0,15.0,1.426,14.0,57.0,45.0,1.0,0.0,49.0,75.0
2020/5/29 8:00,75.0,31.0,99.0,28.714285714285715,59.0,22.0,15.0,1.452,14.0,57.0,45.0,1.0,0.0,49.0,75.0
2020/5/29 9:00,67.0,30.0,84.0,28.571428571428573,55.0,48.0,18.0,1.478,17.0,322.0,315.0,1.0,0.0,41.0,67.0
2020/5/29 9:00,67.0,30.0,84.0,28.428571428571427,55.0,48.0,18.0,1.504,17.0,322.0,315.0,1.0,0.0,41.0,67.0
2020/5/29 10:00,66.0,26.0,82.0,28.285714285714285,63.0,74.0,24.0,1.53,19.0,101.0,90.0,2.0,0.0,38.0,66.0
2020/5/29 10:00,66.0,26.0,82.0,28.142857142857142,63.0,74.0,24.0,1.53,19.0,101.0,90.0,2.0,0.0,38.0,66.0
2020/5/29 11:00,61.0,27.0,71.0,28.0,64.0,109.0,37.0,1.22,22.0,80.0,90.0,2.0,0.0,30.0,60.0
2020/5/29 11:00,61.0,27.0,71.0,28.0,64.0,109.0,37.0,1.22,22.0,80.0,90.0,2.0,0.0,30.0,60.0
2020/5/29 12:00,51.0,28.0,51.0,19.0,45.0,154.0,54.0,0.8,24.0,331.0,315.0,2.0,0.0,22.0,55.5
2020/5/29 12:00,51.0,28.0,51.0,19.0,45.0,154.0,54.0,0.8,24.0,331.0,315.0,2.0,0.0,19.0,51.0
2020/5/29 13:00,50.0,23.0,43.0,13.0,32.0,160.0,74.0,0.57,26.0,313.0,315.0,2.0,0.0,20.0,50.0
2020/5/29 14:00,46.0,17.0,39.0,10.0,21.0,146.0,91.0,0.47,26.0,73.0,90.0,2.0,0.0,16.0,46.0
2020/5/29 15:00,46.0,15.0,35.0,10.0,17.0,147.0,108.0,0.4,27.0,16.0,360.0,2.0,0.0,14.5,46.0
2020/5/29 16:00,46.0,14.0,30.0,9.0,15.0,146.0,123.0,0.32,28.0,54.0,45.0,2.0,0.0,13.0,46.0
2020/5/29 17:00,45.0,14.0,28.0,8.0,16.0,144.0,135.0,0.43,28.0,159.0,180.0,1.0,0.0,13.0,45.0
2020/5/29 18:00,114.0,19.0,36.25,7.0,14.0,128.0,142.0,0.47,26.0,51.0,45.0,2.0,0.0,18.0,114.0
2020/5/29 18:00,114.0,19.0,44.5,7.0,14.0,128.0,142.0,0.47,26.0,51.0,45.0,2.0,0.0,18.0,114.0
2020/5/29 18:00,114.0,19.0,52.75,7.0,14.0,128.0,142.0,0.47,26.0,23.0,45.0,3.0,0.0,18.0,114.0
2020/5/29 19:00,114.0,21.142857142857142,61.0,5.0,12.0,103.0,141.0,0.43,21.0,339.0,360.0,3.0,0.0,29.0,114.0
2020/5/29 19:00,114.0,23.285714285714285,69.25,5.0,12.0,103.0,141.0,0.43,21.0,339.0,360.0,3.0,0.0,29.0,114.0
2020/5/29 20:00,114.0,25.42857142857143,77.5,5.0,13.0,96.0,134.0,0.3,18.0,337.0,315.0,3.0,0.0,35.0,114.0
2020/5/29 20:00,114.0,27.57142857142857,85.75,5.0,13.0,96.0,134.0,0.3,18.0,337.0,315.0,3.0,0.0,35.0,114.0
2020/5/29 21:00,72.0,29.714285714285715,94.0,5.0,16.0,93.0,125.0,0.28,17.0,344.0,360.0,2.0,0.0,42.0,93.66666666666667
2020/5/29 21:00,72.0,31.857142857142858,94.0,5.0,16.0,93.0,125.0,0.28,17.0,344.0,360.0,2.0,0.0,42.0,73.33333333333334
2020/5/29 22:00,53.0,34.0,55.0,5.0,17.0,90.0,119.0,0.28,15.0,357.0,360.0,2.0,0.0,51.0,53.0
2020/5/29 22:00,53.0,34.0,55.0,5.0,17.0,90.0,119.0,0.28,15.0,357.0,360.0,2.0,0.0,51.0,53.0
2020/5/29 23:00,51.0,27.0,52.0,5.0,24.0,77.0,110.0,0.32,14.0,215.0,225.0,1.0,0.0,68.0,63.0
2020/5/29 23:00,51.0,27.0,52.0,5.0,24.0,77.0,110.0,0.32,14.0,215.0,225.0,1.0,0.0,68.0,51.0
2020/5/29 23:00,51.0,27.0,52.0,5.0,24.0,77.0,110.0,0.32,14.0,215.0,225.0,1.0,0.0,68.0,51.0
2020/5/30 0:00,44.0,25.0,44.0,5.0,30.0,61.0,99.0,0.35,13.0,149.0,135.0,1.0,0.125,75.0,47.5
2020/5/30 0:00,44.0,25.0,44.0,5.0,30.0,61.0,99.0,0.35,13.0,149.0,135.0,1.0,0.25,75.0,44.0
2020/5/30 0:00,44.0,25.0,44.0,5.0,30.0,61.0,99.0,0.35,13.0,149.0,135.0,1.0,0.375,75.0,44.0
2020/5/30 1:00,43.0,22.0,43.0,5.0,26.0,60.0,60.0,0.4,13.0,192.0,180.0,2.0,0.5,81.0,43.0
2020/5/30 1:00,43.0,22.0,43.0,5.0,26.0,60.0,60.0,0.4,13.0,192.0,180.0,2.0,0.5,81.0,43.0
2020/5/30 2:00,52.0,23.0,54.0,5.0,27.0,59.0,60.0,0.35,12.0,225.0,225.0,2.0,0.45714285714285713,82.0,52.0
2020/5/30 2:00,52.0,23.0,54.0,5.0,27.0,59.0,60.0,0.35,12.0,225.0,225.0,2.0,0.41428571428571426,82.0,52.0
2020/5/30 3:00,58.0,26.0,65.0,5.0,24.0,64.0,61.0,0.35,12.0,3.0,360.0,2.0,0.37142857142857144,84.0,58.0
2020/5/30 3:00,58.0,26.0,65.0,5.0,24.0,64.0,61.0,0.35,12.0,3.0,360.0,2.0,0.32857142857142857,84.0,58.0
2020/5/30 4:00,64.0,30.0,77.0,5.0,22.0,65.0,62.0,0.38,12.0,175.0,180.0,2.0,0.2857142857142857,95.0,63.0
2020/5/30 4:00,64.0,30.0,77.0,5.0,22.0,65.0,62.0,0.38,12.0,175.0,180.0,2.0,0.24285714285714288,95.0,63.0
2020/5/30 5:00,64.0,33.0,77.0,5.0,20.0,71.0,64.0,0.33,11.0,106.0,90.0,1.0,0.2,84.0,64.0
2020/5/30 5:00,64.0,33.0,77.0,5.0,20.0,71.0,64.0,0.33,11.0,106.0,90.0,1.0,0.2,84.0,64.0
2020/5/30 6:00,63.0,37.0,75.0,7.0,25.0,60.0,63.0,0.72,11.0,321.0,315.0,2.0,0.0,88.0,63.5
2020/5/30 6:00,63.0,37.0,75.0,7.0,25.0,60.0,63.0,0.72,11.0,321.0,315.0,2.0,0.0,88.0,63.0
2020/5/30 6:00,63.0,37.0,75.0,7.0,25.0,60.0,63.0,0.72,11.0,321.0,315.0,2.0,0.0,88.0,63.0
2020/5/30 7:00,59.0,39.0,67.0,7.0,31.0,52.0,62.0,0.88,12.0,259.0,270.0,1.0,0.0,93.0,59.0
2020/5/30 7:00,59.0,39.0,67.0,7.0,31.0,52.0,62.0,0.88,12.0,259.0,270.0,1.0,0.0,93.0,59.0
2020/5/30 8:00,64.0,37.0,77.0,8.0,34.0,54.0,61.0,0.82,14.0,55.0,45.0,1.0,0.0,85.0,63.0
2020/5/30 8:00,64.0,37.0,77.0,8.0,34.0,54.0,61.0,0.82,14.0,55.0,45.0,1.0,0.0,85.0,63.0
2020/5/30 9:00,61.0,37.0,71.0,9.0,34.0,61.0,61.0,0.75,15.0,39.0,45.0,1.0,0.0,74.0,61.0
2020/5/30 9:00,61.0,37.0,71.0,9.0,34.0,61.0,61.0,0.75,15.0,39.0,45.0,1.0,0.0,74.0,61.0
2020/5/30 10:00,64.0,40.0,77.0,7.0,31.0,82.0,64.0,0.68,17.0,13.0,360.0,1.0,0.0,63.0,64.0
2020/5/30 10:00,64.0,40.0,77.0,7.0,31.0,82.0,64.0,0.68,17.0,13.0,360.0,1.0,0.0,63.0,64.0
2020/5/30 11:00,61.0,34.0,72.0,6.0,25.0,97.0,68.0,0.55,18.0,38.0,45.0,1.0,0.0,50.0,61.0
2020/5/30 11:00,61.0,34.0,72.0,6.0,25.0,97.0,68.0,0.55,18.0,38.0,45.0,1.0,0.0,50.0,61.0
2020/5/30 12:00,58.0,36.0,65.0,6.0,21.0,113.0,74.0,0.55,20.0,326.0,315.0,2.0,0.0,44.0,57.0
2020/5/30 12:00,58.0,36.0,65.0,6.0,21.0,113.0,74.0,0.55,20.0,326.0,315.0,2.0,0.0,44.0,56.5
2020/5/30 13:00,56.0,35.0,62.0,6.0,21.0,135.0,82.0,0.5,22.0,84.0,90.0,1.0,0.0,40.0,56.0
2020/5/30 14:00,55.0,32.0,59.0,5.0,19.0,138.0,92.0,0.45,23.0,39.0,45.0,2.0,0.0,36.0,55.0
2020/5/30 15:00,55.0,29.0,59.0,5.0,17.0,146.0,103.0,0.47,24.0,356.0,360.0,2.0,0.0,33.0,54.0
2020/5/30 16:00,70.0,34.0,89.0,5.0,17.0,139.0,114.0,0.43,18.0,21.0,360.0,2.0,0.0,47.0,70.0
2020/5/30 17:00,43.0,30.0,40.0,5.0,17.0,114.0,120.0,0.43,18.0,354.0,360.0,2.0,0.0,52.0,43.0
2020/5/30 18:00,36.0,25.0,34.0,5.0,22.0,110.0,124.0,0.53,17.0,222.0,225.0,2.0,0.0,47.0,36.0
2020/5/30 18:00,36.0,25.0,34.0,5.0,22.0,110.0,124.0,0.53,17.0,222.0,225.0,2.0,0.0,47.0,35.0
2020/5/30 19:00,34.0,22.0,34.0,5.0,27.0,106.0,125.0,0.53,19.0,128.0,135.0,2.0,0.0,46.0,34.0
2020/5/30 20:00,37.0,25.0,37.0,5.0,35.0,94.0,122.0,0.55,18.0,171.0,180.0,1.0,0.0,54.0,37.0
2020/5/30 21:00,54.0,29.0,57.0,5.0,62.0,57.0,113.0,0.65,17.0,55.0,45.0,1.0,0.0,61.0,54.0
2020/5/30 22:00,60.0,29.0,69.0,6.0,85.0,26.0,99.0,0.77,16.0,288.0,270.0,1.0,0.0,55.0,60.0
2020/5/30 23:00,61.0,29.0,72.0,6.0,80.0,19.0,83.0,0.8,16.0,211.0,225.0,2.0,0.0,63.0,51.0
2020/5/30 23:00,61.0,29.0,72.0,6.0,80.0,19.0,83.0,0.8,16.0,211.0,225.0,2.0,0.0,63.0,61.0
2020/5/31 0:00,59.0,30.0,68.0,6.0,80.0,12.0,67.0,0.73,15.0,125.0,135.0,1.0,0.0,66.0,59.0
2020/5/31 0:00,59.0,30.0,68.0,6.0,80.0,12.0,67.0,0.73,15.0,125.0,135.0,1.0,0.0,66.0,61.5
2020/5/31 1:00,64.0,26.0,78.0,7.0,78.0,9.0,9.0,0.77,15.0,228.0,225.0,1.0,0.0,70.0,64.0
2020/5/31 2:00,63.0,27.0,76.0,9.0,73.0,11.0,10.0,0.8,14.0,281.0,270.0,2.0,0.0,73.0,63.0
2020/5/31 3:00,60.0,29.0,70.0,8.0,68.0,12.0,11.0,0.78,13.0,78.0,90.0,2.0,0.0,70.0,60.0
2020/5/31 4:00,62.0,25.0,73.0,8.0,68.0,9.0,10.0,0.78,13.0,301.0,315.0,1.0,0.0,76.0,62.0
2020/5/31 5:00,60.0,27.0,69.0,8.0,64.0,7.0,10.0,0.72,12.0,178.0,180.0,1.0,0.0,79.0,60.0
2020/5/31 6:00,59.0,28.0,68.0,9.0,58.0,9.0,9.0,0.72,10.0,196.0,180.0,1.0,0.0,53.0,59.5
2020/5/31 6:00,59.0,28.0,68.0,9.0,58.0,9.0,9.0,0.72,10.0,196.0,180.0,1.0,0.0,53.0,59.0
2020/5/31 7:00,64.0,30.0,77.0,11.0,57.0,9.0,9.0,0.85,11.0,337.0,315.0,1.0,0.0,53.0,63.0
2020/5/31 8:00,68.0,31.0,85.0,19.0,60.0,19.0,11.0,1.15,14.0,58.0,45.0,1.0,0.0,68.0,68.0
2020/5/31 9:00,69.0,28.0,88.0,24.0,58.0,42.0,15.0,1.2233333333333334,16.0,77.0,90.0,2.0,0.0,57.0,69.0
2020/5/31 10:00,67.0,26.0,84.0,29.0,53.0,61.0,21.0,1.2966666666666666,18.0,117.0,135.0,2.0,0.0,52.0,67.0
2020/5/31 11:00,69.0,27.0,87.0,34.0,57.0,90.0,29.0,1.37,20.0,120.0,135.0,2.0,0.0,43.0,69.0
2020/5/31 12:00,74.0,26.0,98.0,27.0,47.0,123.0,44.0,1.15,22.0,113.0,135.0,2.0,0.0,36.0,65.5
2020/5/31 12:00,74.0,26.0,98.0,27.0,47.0,123.0,44.0,1.15,22.0,113.0,135.0,2.0,0.0,36.0,62.0
2020/5/31 13:00,77.0,39.0,103.0,20.0,40.0,156.0,64.0,0.92,24.0,91.0,90.0,2.0,0.0,30.0,77.0
2020/5/31 14:00,68.0,29.0,85.0,13.0,26.0,160.0,83.0,0.65,25.0,29.0,45.0,1.0,0.0,35.0,67.0
2020/5/31 15:00,71.0,27.0,77.0,11.0,22.0,177.0,105.0,0.57,26.0,355.0,360.0,2.0,0.0,30.0,70.0
2020/5/31 16:00,86.0,30.0,76.0,10.0,21.0,189.0,127.0,0.6,27.0,133.0,135.0,1.0,0.0,28.0,85.0
2020/5/31 17:00,78.0,28.0,77.0,9.0,22.0,182.0,145.0,0.6,28.0,74.0,90.0,2.0,0.0,26.0,78.0
2020/5/31 18:00,76.0,29.0,79.0,8.0,23.0,181.0,160.0,0.55,27.0,29.0,45.0,2.0,0.0,23.0,75.0
2020/5/31 18:00,76.0,29.0,79.0,8.0,23.0,181.0,160.0,0.55,27.0,29.0,45.0,2.0,0.0,23.0,75.0
2020/5/31 19:00,76.0,32.0,81.0,9.0,23.0,181.0,168.0,0.55,26.0,104.0,90.0,1.0,0.0,23.0,75.0
2020/5/31 20:00,65.0,32.0,80.0,9.0,34.0,157.0,173.0,0.68,24.0,79.0,90.0,2.0,0.0,35.0,65.0
2020/5/31 21:00,85.0,34.0,119.0,7.0,44.0,102.0,166.0,0.63,22.0,122.0,135.0,2.0,0.0,32.0,85.0
2020/5/31 22:00,71.0,39.0,92.0,7.0,32.0,92.0,157.0,0.5,21.0,121.0,135.0,2.0,0.0,40.0,71.0
2020/5/31 23:00,70.0,32.0,90.0,7.0,49.0,68.0,144.0,0.55,20.0,116.0,135.0,2.0,0.0,49.0,61.0
2020/5/31 23:00,70.0,32.0,90.0,7.0,49.0,68.0,144.0,0.55,20.0,116.0,135.0,2.0,0.0,49.0,70.0
2020/6/1 0:00,59.0,33.0,67.0,8.0,28.0,84.0,131.0,0.47,20.0,127.0,135.0,2.0,0.0,53.0,64.5
2020/6/1 0:00,59.0,33.0,67.0,8.0,28.0,84.0,131.0,0.47,20.0,127.0,135.0,2.0,0.0,53.0,59.0
2020/6/1 1:00,55.0,29.0,59.0,9.0,24.0,84.0,84.0,0.42,18.0,131.0,135.0,2.0,0.0,57.0,55.0
2020/6/1 2:00,54.0,27.0,58.0,10.0,23.0,80.0,82.0,0.45,18.0,245.0,225.0,1.0,0.0,60.0,54.0
2020/6/1 3:00,63.0,28.0,76.0,16.0,37.0,61.0,75.0,0.5,18.0,227.0,225.0,1.0,0.0,64.0,63.0
2020/6/1 4:00,66.0,32.0,82.0,19.0,44.0,47.0,68.0,0.55,17.0,351.0,360.0,1.0,0.0,64.0,66.0
2020/6/1 5:00,64.0,33.0,78.0,14.0,33.0,61.0,67.0,0.5,16.0,305.0,315.0,2.0,0.0,64.0,64.0
2020/6/1 6:00,52.0,27.0,54.0,6.0,12.0,102.0,73.0,0.23,16.0,272.0,270.0,2.0,0.0,57.0,52.0
2020/6/1 6:00,52.0,27.0,54.0,6.0,12.0,102.0,73.0,0.23,16.0,272.0,270.0,2.0,0.0,50.0,52.0
2020/6/1 6:00,52.0,27.0,54.0,6.0,12.0,102.0,73.0,0.23,16.0,272.0,270.0,2.0,0.0,50.0,53.5
2020/6/1 7:00,55.0,25.0,60.0,5.0,29.0,79.0,73.0,0.4,16.0,242.0,225.0,2.0,0.0,48.0,55.0
2020/6/1 7:00,55.0,25.0,60.0,5.0,29.0,79.0,73.0,0.4,16.0,242.0,225.0,2.0,0.0,48.0,55.0
2020/6/1 8:00,51.0,24.0,52.0,6.0,37.0,71.0,73.0,0.53,16.0,53.0,45.0,2.0,0.0,53.0,51.0
2020/6/1 8:00,51.0,24.0,52.0,6.0,37.0,71.0,73.0,0.53,16.0,53.0,45.0,2.0,0.0,53.0,51.0
2020/6/1 9:00,53.0,19.0,56.0,6.0,48.0,63.0,70.0,0.47,18.0,119.0,135.0,2.0,0.0,51.0,53.0
2020/6/1 9:00,53.0,19.0,56.0,6.0,48.0,63.0,70.0,0.47,18.0,119.0,135.0,2.0,0.0,51.0,53.0
2020/6/1 10:00,59.0,20.0,67.0,7.0,56.0,58.0,68.0,0.55,18.0,311.0,315.0,2.0,0.0,45.0,59.0
2020/6/1 10:00,59.0,20.0,67.0,7.0,56.0,58.0,68.0,0.55,18.0,311.0,315.0,2.0,0.0,45.0,59.0
2020/6/1 11:00,57.0,20.0,64.0,9.0,47.0,88.0,70.0,0.7,20.0,65.0,45.0,2.0,0.0,41.0,57.0
2020/6/1 11:00,57.0,20.0,64.0,9.0,47.0,88.0,70.0,0.7,20.0,65.0,45.0,2.0,0.0,41.0,57.0
2020/6/1 12:00,54.0,19.0,58.0,8.0,44.0,92.0,76.0,0.63,22.0,321.0,315.0,2.0,0.0,32.0,54.0
2020/6/1 12:00,54.0,19.0,58.0,8.0,44.0,92.0,76.0,0.63,22.0,321.0,315.0,2.0,0.0,32.0,54.0
2020/6/1 12:00,54.0,19.0,58.0,8.0,44.0,92.0,76.0,0.63,22.0,321.0,315.0,2.0,0.0,32.0,47.5
2020/6/1 13:00,41.0,13.0,41.0,8.0,30.0,127.0,84.0,0.68,23.0,297.0,315.0,2.0,0.0,24.0,41.0
2020/6/1 13:00,41.0,13.0,41.0,8.0,30.0,127.0,84.0,0.68,23.0,297.0,315.0,2.0,0.0,24.0,41.0
2020/6/1 14:00,50.0,15.0,50.0,8.0,23.0,129.0,88.0,0.67,23.0,296.0,315.0,2.0,0.0,22.0,50.0
2020/6/1 14:00,50.0,15.0,50.0,8.0,23.0,129.0,88.0,0.67,23.0,296.0,315.0,2.0,0.0,22.0,50.0
2020/6/1 15:00,45.0,14.0,45.0,8.0,26.0,126.0,94.0,0.72,24.0,239.0,225.0,2.0,0.0,21.0,45.0
2020/6/1 15:00,45.0,14.0,45.0,8.0,26.0,126.0,94.0,0.72,24.0,239.0,225.0,2.0,0.0,21.0,45.0
2020/6/1 16:00,44.0,13.0,44.0,7.0,22.0,131.0,102.0,0.63,22.0,221.0,225.0,2.0,0.0,20.0,44.0
2020/6/1 16:00,44.0,13.0,44.0,7.0,22.0,131.0,102.0,0.63,22.0,221.0,225.0,2.0,0.0,20.0,44.0
2020/6/1 17:00,46.0,18.0,46.0,7.0,26.0,122.0,115.0,0.67,23.0,27.0,45.0,1.0,0.0,22.0,46.0
2020/6/1 17:00,46.0,18.0,46.0,7.0,26.0,122.0,115.0,0.67,23.0,27.0,45.0,1.0,0.0,22.0,46.0
2020/6/1 18:00,58.0,18.0,65.0,6.0,35.0,100.0,114.0,0.73,22.0,90.0,90.0,3.0,0.0,31.0,52.0
2020/6/1 18:00,58.0,18.0,65.0,6.0,35.0,100.0,114.0,0.73,22.0,176.0,180.0,1.0,0.0,31.0,58.0
2020/6/1 18:00,58.0,18.0,65.0,6.0,35.0,100.0,114.0,0.73,22.0,176.0,180.0,1.0,0.0,31.0,58.0
2020/6/1 19:00,59.0,25.0,67.0,6.0,32.0,93.0,115.0,0.68,21.0,210.0,225.0,2.0,0.0,33.0,59.0
2020/6/1 19:00,59.0,25.0,67.0,6.0,32.0,93.0,115.0,0.68,21.0,210.0,225.0,2.0,0.0,33.0,59.0
2020/6/1 20:00,59.0,25.0,67.0,6.0,34.0,84.0,114.0,0.75,20.0,237.0,225.0,1.0,0.0,35.0,58.0
2020/6/1 20:00,59.0,25.0,67.0,6.0,34.0,84.0,114.0,0.75,20.0,237.0,225.0,1.0,0.0,35.0,58.0
2020/6/1 21:00,56.0,27.0,62.0,6.0,39.0,75.0,107.0,0.75,19.0,299.0,315.0,1.0,0.0,42.0,56.0
2020/6/1 21:00,56.0,27.0,62.0,6.0,39.0,75.0,107.0,0.75,19.0,299.0,315.0,1.0,0.0,42.0,56.0
2020/6/1 22:00,57.0,27.0,63.0,6.0,50.0,59.0,98.0,0.8,19.0,276.0,270.0,1.0,0.0,46.0,57.0
2020/6/1 22:00,57.0,27.0,63.0,6.0,50.0,59.0,98.0,0.8,19.0,276.0,270.0,1.0,0.0,46.0,57.0
2020/6/1 23:00,55.0,26.0,59.0,6.0,58.0,49.0,89.0,0.92,18.0,244.0,225.0,2.0,0.0,41.0,55.0
2020/6/1 23:00,55.0,26.0,59.0,6.0,58.0,49.0,89.0,0.92,18.0,244.0,225.0,2.0,0.0,41.0,70.0
2020/6/1 23:00,55.0,26.0,59.0,6.0,58.0,49.0,89.0,0.92,18.0,244.0,225.0,2.0,0.0,41.0,55.0
2020/6/2 0:00,55.0,21.0,60.0,6.0,57.0,44.0,77.0,0.93,16.0,38.0,45.0,1.0,0.0,48.0,55.0
2020/6/2 0:00,55.0,21.0,60.0,6.0,57.0,44.0,77.0,0.93,16.0,38.0,45.0,1.0,0.0,48.0,55.0
2020/6/2 0:00,55.0,21.0,60.0,6.0,57.0,44.0,77.0,0.93,17.0,38.0,45.0,1.0,0.0,51.0,56.0
2020/6/2 1:00,57.0,24.0,63.0,5.0,69.0,29.0,29.0,0.55,17.0,260.0,270.0,1.0,0.0,49.0,57.0
2020/6/2 1:00,57.0,24.0,63.0,5.0,69.0,29.0,29.0,0.55,17.0,260.0,270.0,1.0,0.0,49.0,57.0
2020/6/2 2:00,66.0,28.0,82.0,10.0,79.0,9.0,20.0,0.75,15.0,229.0,225.0,1.0,0.0,56.0,66.0
2020/6/2 2:00,66.0,28.0,82.0,10.0,79.0,9.0,20.0,0.75,15.0,229.0,225.0,1.0,0.0,56.0,66.0
2020/6/2 3:00,72.0,28.0,94.0,16.0,73.0,7.0,15.0,1.02,15.0,148.0,135.0,1.0,0.0,55.0,72.0
2020/6/2 3:00,72.0,28.0,94.0,16.0,73.0,7.0,15.0,1.02,15.0,148.0,135.0,1.0,0.0,55.0,72.0
2020/6/2 4:00,74.0,30.0,98.0,17.0,69.0,7.0,14.0,1.02,13.0,217.0,225.0,1.0,0.0,61.0,74.0
2020/6/2 4:00,74.0,30.0,98.0,17.0,69.0,7.0,14.0,1.02,13.0,217.0,225.0,1.0,0.0,61.0,74.0
2020/6/2 5:00,71.0,28.0,91.0,15.0,63.0,9.0,12.0,1.07,13.0,200.0,180.0,1.0,0.0,60.0,71.0
2020/6/2 5:00,71.0,28.0,91.0,15.0,63.0,9.0,12.0,1.07,13.0,200.0,180.0,1.0,0.0,60.0,71.0
2020/6/2 6:00,84.0,30.0,117.0,20.0,59.0,9.0,12.0,1.22,12.5,163.0,180.0,1.0,0.0,62.0,84.0
2020/6/2 6:00,84.0,30.0,117.0,20.0,59.0,9.0,12.0,1.22,12.0,163.0,180.0,1.0,0.0,64.0,84.0
2020/6/2 6:00,84.0,30.0,117.0,20.0,59.0,9.0,12.0,1.22,12.0,163.0,180.0,1.0,0.0,64.0,84.0
2020/6/2 7:00,81.0,35.0,111.0,25.0,56.0,12.0,12.0,1.35,13.0,247.0,225.0,1.0,0.0,65.0,81.0
