Unnamed: 0,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h,温度,压强,风力,降水量,湿度,空气质量
2020-06-13 09:00:00,52.0,30.0,27.0,53.0,60.0,6.0,7.0,35.0,20.0,56.0,178.0,92.0,107.0,0.53,0.5,14.0,220.0,2.0,0.0,84.0,52.0
2020-06-13 10:00:00,48.0,28.0,27.0,48.0,60.0,6.0,7.0,33.0,20.0,56.0,178.0,85.0,107.0,0.6,0.5,15.0,309.0,2.0,0.0,82.0,48.0
2020-06-13 11:00:00,44.0,26.0,27.0,44.0,59.0,5.0,7.0,33.0,20.0,64.0,178.0,79.0,107.0,0.57,0.5,16.0,1.0,2.0,0.0,81.0,44.0
2020-06-13 12:00:00,45.0,21.0,27.0,45.0,59.0,5.0,6.0,29.0,20.0,79.0,178.0,77.0,107.0,0.53,0.5,16.0,191.0,2.0,0.0,74.0,45.0
2020-06-13 12:00:00,45.0,21.0,27.0,45.0,59.0,5.0,6.0,29.0,20.0,79.0,178.0,77.0,107.0,0.53,0.5,16.0,191.0,2.0,0.0,74.0,45.0
2020-06-13 13:00:00,51.0,24.0,28.0,52.0,60.0,5.0,6.0,26.0,21.0,85.0,178.0,75.0,107.0,0.47,0.5,16.0,215.0,2.0,0.0,69.0,51.0
2020-06-13 14:00:00,55.0,25.0,28.0,59.0,61.0,5.0,6.0,26.0,21.0,76.0,178.0,72.0,107.0,0.53,0.5,16.0,189.0,2.0,0.0,76.0,55.0
2020-06-13 15:00:00,56.0,27.0,28.0,61.0,61.0,5.0,6.0,22.0,22.0,89.0,178.0,72.0,107.0,0.47,0.47,17.0,69.0,1.0,0.0,75.0,56.0
2020-06-13 16:00:00,52.0,28.0,29.0,53.0,62.0,5.0,6.0,26.0,22.0,82.0,178.0,73.0,107.0,0.5,0.47,17.0,103.0,2.0,0.0,74.0,52.0
2020-06-13 17:00:00,59.0,29.0,29.0,67.0,63.0,5.0,6.0,28.0,22.0,71.0,174.0,75.0,107.0,0.5,0.47,18.0,153.0,2.0,0.0,73.0,58.0
2020-06-13 18:00:00,51.0,27.0,29.0,52.0,63.0,6.0,6.0,27.0,23.0,79.0,164.0,78.0,107.0,0.6,0.47,17.0,93.0,1.0,0.0,64.0,51.0
2020-06-13 18:00:00,51.0,27.0,29.0,52.0,63.0,6.0,6.0,27.0,23.0,79.0,164.0,78.0,107.0,0.6,0.47,18.0,93.0,1.0,0.0,67.0,51.0
2020-06-13 18:00:00,51.0,27.0,29.0,52.0,63.0,6.0,6.0,27.0,23.0,79.0,164.0,78.0,107.0,0.6,0.47,17.0,93.0,1.0,0.0,64.0,51.0
2020-06-13 19:00:00,53.0,27.0,29.0,55.0,63.0,7.0,6.0,30.0,23.0,80.0,136.0,80.0,107.0,0.63,0.47,18.0,64.0,1.0,0.0,64.0,53.0
2020-06-13 19:00:00,53.0,27.0,29.0,55.0,63.0,7.0,6.0,30.0,23.0,80.0,136.0,80.0,107.0,0.63,0.47,18.0,64.0,1.0,0.0,64.0,53.0
2020-06-13 20:00:00,54.0,24.0,30.0,58.0,63.0,7.0,6.0,37.0,23.0,64.0,127.0,78.0,107.0,0.68,0.47,18.0,160.0,2.0,0.0,70.0,54.0
2020-06-13 20:00:00,54.0,24.0,30.0,58.0,63.0,7.0,6.0,37.0,23.0,64.0,127.0,78.0,107.0,0.68,0.47,18.0,160.0,2.0,0.0,70.0,54.0
2020-06-13 21:00:00,53.0,29.0,29.0,56.0,63.0,7.0,6.0,40.0,22.0,57.0,127.0,75.0,107.0,0.63,0.5,16.0,90.0,0.0,0.0,81.0,53.0
2020-06-13 21:00:00,53.0,29.0,29.0,56.0,63.0,7.0,6.0,40.0,22.0,57.0,127.0,75.0,107.0,0.63,0.5,16.0,90.0,0.0,0.0,81.0,53.0
2020-06-13 22:00:00,57.0,33.0,29.0,64.0,63.0,6.0,6.0,49.0,24.0,39.0,126.0,70.0,107.0,0.7,0.5,16.0,320.0,1.0,0.0,85.0,57.0
2020-06-13 22:00:00,57.0,33.0,29.0,64.0,63.0,6.0,6.0,49.0,24.0,39.0,126.0,70.0,107.0,0.7,0.5,16.0,320.0,1.0,0.0,85.0,57.0
2020-06-13 23:00:00,55.0,29.0,29.0,59.0,64.0,7.0,6.0,58.0,26.0,25.0,120.0,62.0,107.0,0.85,0.5,15.0,187.0,2.0,0.0,80.0,55.0
2020-06-13 23:00:00,55.0,29.0,29.0,59.0,64.0,7.0,6.0,58.0,26.0,25.0,120.0,62.0,107.0,0.85,0.5,15.0,187.0,2.0,0.0,80.0,55.0
2020-06-13 23:00:00,55.0,29.0,29.0,59.0,64.0,7.0,6.0,58.0,26.0,25.0,120.0,62.0,107.0,0.85,0.5,15.0,187.0,2.0,0.0,80.0,57.0
2020-06-14 00:00:00,59.0,26.0,29.0,68.0,64.0,7.0,6.0,62.0,28.0,14.0,109.0,54.0,98.0,0.8,0.5,14.0,296.0,1.0,0.0,88.0,59.0
2020-06-14 00:00:00,59.0,26.0,29.0,68.0,64.0,7.0,6.0,62.0,28.0,14.0,109.0,54.0,98.0,0.8,0.5,14.0,296.0,1.0,0.0,88.0,59.0
2020-06-14 00:00:00,59.0,26.0,29.0,68.0,64.0,7.0,6.0,62.0,28.0,14.0,109.0,54.0,98.0,0.8,0.5,14.0,296.0,1.0,0.0,88.0,59.0
2020-06-14 01:00:00,61.0,30.0,29.0,72.0,63.0,7.0,6.0,60.0,30.0,11.0,109.0,11.0,11.0,0.7,0.55,14.0,189.0,1.0,0.0,83.0,61.0
2020-06-14 01:00:00,61.0,30.0,29.0,72.0,63.0,7.0,6.0,60.0,30.0,11.0,109.0,11.0,11.0,0.7,0.55,14.0,189.0,1.0,0.0,83.0,61.0
2020-06-14 02:00:00,62.0,31.0,28.0,73.0,61.0,10.0,6.0,59.0,32.0,8.0,109.0,10.0,11.0,0.78,0.57,13.0,214.0,1.0,0.0,83.0,62.0
2020-06-14 02:00:00,62.0,31.0,28.0,73.0,61.0,10.0,6.0,59.0,32.0,8.0,109.0,10.0,11.0,0.78,0.57,13.0,214.0,1.0,0.0,83.0,62.0
2020-06-14 03:00:00,61.0,29.0,28.0,72.0,60.0,9.0,6.0,57.0,34.0,7.0,107.0,9.0,11.0,0.78,0.57,13.0,194.0,1.0,0.0,92.0,61.0
2020-06-14 03:00:00,61.0,29.0,28.0,72.0,60.0,9.0,6.0,57.0,34.0,7.0,107.0,9.0,11.0,0.78,0.57,13.0,194.0,1.0,0.0,92.0,61.0
2020-06-14 04:00:00,60.0,31.0,28.0,70.0,59.0,11.0,6.0,53.0,35.0,7.0,105.0,8.0,11.0,0.93,0.6,13.0,177.0,1.0,0.0,92.0,60.0
2020-06-14 04:00:00,60.0,31.0,28.0,70.0,59.0,11.0,6.0,53.0,35.0,7.0,105.0,8.0,11.0,0.93,0.6,13.0,177.0,1.0,0.0,92.0,60.0
2020-06-14 05:00:00,61.0,28.0,28.0,71.0,60.0,15.0,7.0,49.0,37.0,8.0,102.0,8.0,11.0,1.0,0.63,13.0,274.0,1.0,0.0,94.0,61.0
2020-06-14 05:00:00,61.0,28.0,28.0,71.0,60.0,15.0,7.0,49.0,37.0,8.0,102.0,8.0,11.0,1.0,0.63,13.0,274.0,1.0,0.0,94.0,61.0
2020-06-14 06:00:00,60.0,28.0,28.0,69.0,60.0,16.0,7.0,48.0,39.0,7.0,96.0,8.0,11.0,1.32,0.65,13.0,160.0,1.0,0.0,100.0,60.0
2020-06-14 06:00:00,60.0,28.0,28.0,69.0,60.0,16.0,7.0,48.0,39.0,7.0,96.0,8.0,11.0,1.32,0.65,13.0,160.0,1.0,0.0,94.0,60.0
2020-06-14 06:00:00,60.0,28.0,28.0,69.0,60.0,16.0,7.0,48.0,39.0,7.0,96.0,8.0,11.0,1.32,0.65,13.0,160.0,1.0,0.0,94.0,60.0
2020-06-14 07:00:00,61.0,31.0,28.0,71.0,60.0,19.0,8.0,45.0,40.0,12.0,91.0,8.0,11.0,1.3575,0.72,14.0,319.0,1.0,0.0,92.0,60.0
2020-06-14 07:00:00,61.0,31.0,28.0,71.0,60.0,19.0,8.0,45.0,40.0,12.0,91.0,8.0,11.0,1.3575,0.72,14.0,319.0,1.0,0.0,92.0,60.0
2020-06-14 08:00:00,61.0,28.0,28.0,71.0,61.0,24.0,9.0,47.0,40.0,25.0,90.0,11.0,12.0,1.395,0.8,16.0,51.0,1.0,0.0,81.0,61.0
2020-06-14 08:00:00,61.0,28.0,28.0,71.0,61.0,24.0,9.0,47.0,40.0,25.0,90.0,11.0,12.0,1.395,0.8,16.0,51.0,1.0,0.0,81.0,61.0
2020-06-14 09:00:00,64.0,24.0,28.0,77.0,62.0,28.0,9.0,55.0,41.0,49.0,93.0,15.0,16.0,1.4325,0.85,18.0,359.0,1.0,0.0,72.0,63.0
2020-06-14 09:00:00,64.0,24.0,28.0,77.0,62.0,28.0,9.0,55.0,41.0,49.0,93.0,15.0,16.0,1.4325,0.85,18.0,359.0,1.0,0.0,72.0,63.0
2020-06-14 10:00:00,54.0,25.0,27.0,58.0,62.0,23.0,10.0,50.0,42.0,75.0,99.0,24.0,24.0,1.47,0.88,20.0,231.0,1.0,0.0,60.0,54.0
2020-06-14 10:00:00,54.0,25.0,27.0,58.0,62.0,23.0,10.0,50.0,42.0,75.0,99.0,24.0,24.0,1.47,0.88,20.0,231.0,1.0,0.0,60.0,54.0
2020-06-14 11:00:00,49.0,25.0,27.0,49.0,63.0,15.0,11.0,36.0,42.0,88.0,99.0,34.0,34.0,1.15,0.88,21.0,33.0,2.0,0.0,50.0,49.0
2020-06-14 11:00:00,49.0,25.0,27.0,49.0,63.0,15.0,11.0,36.0,42.0,88.0,99.0,34.0,34.0,1.15,0.88,21.0,33.0,2.0,0.0,50.0,49.0
2020-06-14 12:00:00,35.0,20.0,27.0,35.0,62.0,10.0,11.0,23.0,42.0,110.0,110.0,46.0,46.0,0.82,0.93,23.0,124.0,2.0,0.0,44.0,35.0
2020-06-14 12:00:00,35.0,20.0,27.0,35.0,62.0,10.0,11.0,23.0,42.0,110.0,110.0,46.0,46.0,0.82,0.93,23.0,124.0,2.0,0.0,44.0,35.0
2020-06-14 13:00:00,40.0,21.0,27.0,36.0,62.0,8.0,11.0,20.0,42.0,127.0,127.0,61.0,61.0,0.7,0.95,25.0,134.0,3.0,0.0,39.0,40.0
2020-06-14 14:00:00,40.0,23.0,27.0,40.0,61.0,8.0,11.0,23.0,42.0,127.0,134.0,76.0,76.0,0.65,0.9,25.5,137.0,3.0,0.0,37.5,40.0
2020-06-14 15:00:00,43.0,20.0,27.0,43.0,60.0,8.0,11.0,23.0,42.0,132.0,138.0,91.0,91.0,0.65,0.9,26.0,111.0,2.0,0.0,36.0,43.0
2020-06-14 16:00:00,46.0,20.0,27.0,46.0,60.0,7.0,11.0,26.0,42.0,134.0,140.0,105.0,105.0,0.65,0.9,25.0,110.0,2.0,0.0,34.0,46.0
2020-06-14 17:00:00,54.0,20.0,26.0,58.0,59.0,6.0,11.0,25.0,42.0,131.0,140.0,115.0,115.0,0.58,0.9,26.0,139.0,2.0,0.0,30.0,54.0
2020-06-14 18:00:00,57.0,24.0,26.0,64.0,60.0,6.0,11.0,20.0,42.0,123.0,140.0,121.0,122.0,0.53,0.9,26.0,133.0,2.0,0.0,35.0,57.0
2020-06-14 18:00:00,57.0,24.0,26.0,64.0,60.0,6.0,11.0,20.0,42.0,123.0,140.0,121.0,122.0,0.53,0.9,27.0,133.0,2.0,0.0,35.0,57.0
2020-06-14 18:00:00,57.0,24.0,26.0,64.0,60.0,6.0,11.0,20.0,42.0,123.0,140.0,121.0,122.0,0.53,0.9,27.0,133.0,2.0,0.0,35.0,57.0
2020-06-14 19:00:00,58.0,24.0,26.0,66.0,60.0,5.0,11.0,18.0,41.0,119.0,140.0,125.0,126.0,0.38,0.9,26.0,140.0,2.0,0.0,34.0,58.0
2020-06-14 19:00:00,58.0,24.0,26.0,66.0,60.0,5.0,11.0,18.0,41.0,119.0,140.0,125.0,126.0,0.38,0.9,26.0,140.0,2.0,0.0,34.0,58.0
2020-06-14 20:00:00,57.0,24.0,26.0,64.0,60.0,5.0,11.0,23.0,40.0,105.0,140.0,125.0,126.0,0.47,0.9,25.0,140.0,2.0,0.0,42.0,57.0
2020-06-14 20:00:00,57.0,24.0,26.0,64.0,60.0,5.0,11.0,23.0,40.0,105.0,140.0,125.0,126.0,0.47,0.9,25.0,140.0,2.0,0.0,42.0,57.0
2020-06-14 21:00:00,61.0,26.0,26.0,72.0,61.0,6.0,11.0,25.0,40.0,96.0,140.0,121.0,126.0,0.45,0.9,24.0,134.0,2.0,0.0,46.0,61.0
2020-06-14 21:00:00,61.0,26.0,26.0,72.0,61.0,6.0,11.0,25.0,40.0,96.0,140.0,121.0,126.0,0.45,0.9,24.0,134.0,2.0,0.0,46.0,61.0
2020-06-14 22:00:00,61.0,29.0,26.0,71.0,62.0,7.0,11.0,32.0,39.0,89.0,140.0,116.0,126.0,0.53,0.88,23.0,144.0,2.0,0.0,52.0,61.0
2020-06-14 22:00:00,61.0,29.0,26.0,71.0,62.0,7.0,11.0,32.0,39.0,89.0,140.0,116.0,126.0,0.53,0.88,23.0,144.0,2.0,0.0,52.0,61.0
2020-06-14 23:00:00,56.0,29.0,26.0,62.0,61.0,6.0,11.0,29.0,38.0,89.0,140.0,111.0,126.0,0.48,0.88,23.0,145.0,2.0,0.0,52.0,55.0
2020-06-14 23:00:00,56.0,29.0,26.0,62.0,61.0,6.0,11.0,29.0,38.0,89.0,140.0,111.0,126.0,0.48,0.88,23.0,145.0,2.0,0.0,52.0,56.0
2020-06-14 23:00:00,56.0,29.0,26.0,62.0,61.0,6.0,11.0,29.0,38.0,89.0,140.0,111.0,126.0,0.48,0.88,23.0,145.0,2.0,0.0,52.0,56.0
2020-06-15 00:00:00,57.0,24.0,26.0,63.0,61.0,5.0,11.0,18.0,36.0,100.0,140.0,106.0,126.0,0.45,0.88,22.0,130.0,2.0,0.0,55.0,56.0
2020-06-15 00:00:00,57.0,24.0,26.0,63.0,61.0,5.0,11.0,18.0,36.0,100.0,140.0,106.0,126.0,0.45,0.88,22.0,130.0,2.0,0.0,55.0,56.0
2020-06-15 00:00:00,57.0,24.0,26.0,63.0,61.0,5.0,11.0,18.0,36.0,100.0,140.0,106.0,126.0,0.45,0.88,22.0,130.0,2.0,0.0,55.0,56.0
2020-06-15 01:00:00,52.0,24.0,25.0,54.0,61.0,6.0,11.0,17.0,34.0,97.0,140.0,97.0,97.0,0.53,0.88,21.0,124.0,2.0,0.0,59.0,52.0
2020-06-15 01:00:00,52.0,24.0,25.0,54.0,61.0,6.0,11.0,17.0,34.0,97.0,140.0,97.0,97.0,0.53,0.88,21.0,124.0,2.0,0.0,59.0,52.0
2020-06-15 02:00:00,54.0,24.0,25.0,58.0,60.0,7.0,11.0,19.0,32.0,90.0,140.0,93.0,97.0,0.63,0.85,21.0,131.0,2.0,0.0,61.0,54.0
2020-06-15 02:00:00,54.0,24.0,25.0,58.0,60.0,7.0,11.0,19.0,32.0,90.0,140.0,93.0,97.0,0.63,0.85,21.0,131.0,2.0,0.0,61.0,54.0
2020-06-15 03:00:00,51.0,24.0,25.0,51.0,59.0,10.0,11.0,23.0,31.0,78.0,140.0,88.0,97.0,0.73,0.85,21.0,122.0,2.0,0.0,64.0,51.0
2020-06-15 03:00:00,51.0,24.0,25.0,51.0,59.0,10.0,11.0,23.0,31.0,78.0,140.0,88.0,97.0,0.73,0.85,21.0,122.0,2.0,0.0,64.0,51.0
2020-06-15 04:00:00,51.0,26.0,25.0,51.0,58.0,10.0,11.0,21.0,30.0,78.0,140.0,86.0,97.0,0.65,0.85,21.0,129.0,1.0,0.0,67.0,51.0
2020-06-15 04:00:00,51.0,26.0,25.0,51.0,58.0,10.0,11.0,21.0,30.0,78.0,140.0,86.0,97.0,0.65,0.85,21.0,129.0,1.0,0.0,67.0,51.0
2020-06-15 05:00:00,53.0,22.0,24.0,55.0,58.0,13.0,11.0,18.0,29.0,79.0,140.0,84.0,97.0,0.72,0.82,20.0,119.0,1.0,0.0,67.0,53.0
2020-06-15 05:00:00,53.0,22.0,24.0,55.0,58.0,13.0,11.0,18.0,29.0,79.0,140.0,84.0,97.0,0.72,0.82,20.0,119.0,1.0,0.0,67.0,53.0
2020-06-15 06:00:00,55.0,26.0,25.0,59.0,57.0,17.0,11.0,22.0,28.0,70.0,140.0,82.0,97.0,0.88,0.8,20.0,160.0,1.0,0.0,71.0,55.0
2020-06-15 06:00:00,55.0,26.0,25.0,59.0,57.0,17.0,11.0,22.0,28.0,70.0,140.0,82.0,97.0,0.88,0.8,20.0,160.0,1.0,0.0,71.0,55.0
2020-06-15 06:00:00,55.0,26.0,25.0,59.0,57.0,17.0,11.0,22.0,28.0,70.0,140.0,82.0,97.0,0.88,0.8,20.0,160.0,1.0,0.0,71.0,55.0
2020-06-15 07:00:00,56.0,23.0,24.0,62.0,57.0,16.0,11.0,36.0,27.0,54.0,140.0,78.0,97.0,0.97,0.77,20.0,58.0,1.0,0.0,72.0,56.0
2020-06-15 07:00:00,56.0,23.0,24.0,62.0,57.0,16.0,11.0,36.0,27.0,54.0,140.0,78.0,97.0,0.97,0.77,20.0,58.0,1.0,0.0,72.0,56.0
2020-06-15 08:00:00,60.0,28.0,24.0,69.0,57.0,19.0,11.0,36.0,27.0,54.0,140.0,75.0,97.0,0.88,0.73,21.0,54.0,1.0,0.0,66.0,59.0
2020-06-15 08:00:00,60.0,28.0,24.0,69.0,57.0,19.0,11.0,36.0,27.0,54.0,140.0,75.0,97.0,0.88,0.73,21.0,54.0,1.0,0.0,66.0,59.0
2020-06-15 09:00:00,60.0,25.0,24.0,69.0,56.0,20.0,10.0,34.0,26.0,62.0,140.0,71.0,97.0,0.98,0.7,22.0,99.0,1.0,0.0,59.0,59.0
2020-06-15 09:00:00,60.0,25.0,24.0,69.0,56.0,20.0,10.0,34.0,26.0,62.0,140.0,71.0,97.0,0.98,0.7,22.0,99.0,1.0,0.0,59.0,59.0
2020-06-15 10:00:00,54.0,25.0,24.0,57.0,57.0,21.0,10.0,31.0,25.0,84.0,140.0,70.0,97.0,1.07,0.7,23.0,339.0,1.0,0.0,54.0,54.0
2020-06-15 10:00:00,54.0,25.0,24.0,57.0,57.0,21.0,10.0,31.0,25.0,84.0,140.0,70.0,97.0,1.07,0.7,23.0,339.0,1.0,0.0,54.0,54.0
2020-06-15 11:00:00,58.0,21.0,23.0,65.0,56.0,18.0,10.0,29.0,26.0,99.0,139.0,75.0,94.0,1.0,0.7,24.0,326.0,2.0,0.0,54.0,58.0
2020-06-15 11:00:00,58.0,21.0,23.0,65.0,56.0,18.0,10.0,29.0,26.0,99.0,139.0,75.0,94.0,1.0,0.7,24.0,326.0,2.0,0.0,54.0,58.0
2020-06-15 12:00:00,57.0,21.0,24.0,64.0,58.0,16.0,10.0,31.0,25.0,86.0,140.0,71.0,97.0,0.83,0.7,22.0,331.0,2.0,0.0,53.0,43.0
2020-06-15 12:00:00,57.0,21.0,24.0,64.0,58.0,16.0,10.0,31.0,25.0,86.0,140.0,71.0,97.0,0.83,0.7,22.0,331.0,2.0,0.0,53.0,43.0
2020-06-15 12:00:00,57.0,21.0,24.0,64.0,58.0,16.0,10.0,31.0,25.0,86.0,140.0,71.0,97.0,0.83,0.7,22.0,331.0,2.0,0.0,53.0,43.0
2020-06-15 13:00:00,59.0,29.0,24.0,68.0,59.0,19.0,11.0,24.0,25.0,90.0,138.0,72.0,97.0,0.8,0.7,24.0,298.0,2.0,0.0,50.0,59.0
2020-06-15 13:00:00,59.0,29.0,24.0,68.0,59.0,19.0,11.0,24.0,25.0,90.0,138.0,72.0,97.0,0.8,0.7,24.0,298.0,2.0,0.0,50.0,59.0
2020-06-15 14:00:00,61.0,32.0,24.0,71.0,60.0,19.0,11.0,25.0,25.0,103.0,138.0,77.0,97.0,0.63,0.7,24.0,137.0,2.0,0.0,34.0,61.0
2020-06-15 14:00:00,61.0,32.0,24.0,71.0,60.0,19.0,11.0,25.0,25.0,103.0,138.0,77.0,97.0,0.63,0.7,24.0,137.0,2.0,0.0,34.0,61.0
2020-06-15 15:00:00,60.0,32.0,25.0,70.0,61.0,19.0,12.0,25.0,25.0,119.0,135.0,86.0,97.0,0.55,0.68,26.0,291.0,1.0,0.0,47.0,60.0
2020-06-15 15:00:00,60.0,32.0,25.0,70.0,61.0,19.0,12.0,25.0,25.0,119.0,135.0,86.0,97.0,0.55,0.68,26.0,291.0,1.0,0.0,47.0,60.0
2020-06-15 16:00:00,62.0,34.0,25.0,74.0,62.0,18.0,12.0,29.0,25.0,126.0,133.0,97.0,100.0,0.6,0.68,24.0,328.0,2.0,0.0,46.0,62.0
2020-06-15 16:00:00,62.0,34.0,25.0,74.0,62.0,18.0,12.0,29.0,25.0,126.0,133.0,97.0,100.0,0.6,0.68,24.0,328.0,2.0,0.0,46.0,62.0
2020-06-15 17:00:00,62.0,36.0,26.0,74.0,63.0,16.0,13.0,35.0,26.0,118.0,128.0,105.0,105.0,0.72,0.68,25.0,41.0,1.0,0.0,45.0,62.0
2020-06-15 17:00:00,62.0,36.0,26.0,74.0,63.0,16.0,13.0,35.0,26.0,118.0,128.0,105.0,105.0,0.72,0.68,25.0,41.0,1.0,0.0,45.0,62.0
2020-06-15 18:00:00,55.0,39.0,27.0,50.0,62.0,11.0,13.0,21.0,26.0,114.0,126.0,109.0,109.0,0.55,0.68,24.0,295.0,1.0,0.0,46.0,55.0
2020-06-15 18:00:00,55.0,39.0,27.0,50.0,62.0,11.0,13.0,21.0,26.0,114.0,126.0,109.0,109.0,0.55,0.68,24.0,295.0,1.0,0.0,46.0,55.0
2020-06-15 18:00:00,55.0,39.0,27.0,50.0,62.0,11.0,13.0,21.0,26.0,114.0,126.0,109.0,109.0,0.55,0.68,24.0,295.0,1.0,0.0,46.0,55.0
2020-06-15 19:00:00,47.0,29.0,27.0,47.0,62.0,10.0,13.0,24.0,26.0,109.0,126.0,110.0,110.0,0.52,0.68,24.0,178.0,2.0,0.0,46.0,47.0
2020-06-15 19:00:00,47.0,29.0,27.0,47.0,62.0,10.0,13.0,24.0,26.0,109.0,126.0,110.0,110.0,0.52,0.68,24.0,178.0,2.0,0.0,46.0,47.0
2020-06-15 20:00:00,44.0,27.0,27.0,44.0,61.0,10.0,13.0,20.0,26.0,108.0,126.0,111.0,112.0,0.5,0.7,23.0,211.0,1.0,0.0,50.0,44.0
2020-06-15 20:00:00,44.0,27.0,27.0,44.0,61.0,10.0,13.0,20.0,26.0,108.0,126.0,111.0,112.0,0.5,0.7,23.0,211.0,1.0,0.0,50.0,44.0
2020-06-15 21:00:00,44.0,23.0,27.0,44.0,60.0,7.0,13.0,14.0,25.0,106.0,126.0,113.0,113.0,0.42,0.7,19.0,315.0,2.0,0.0,68.0,44.0
2020-06-15 21:00:00,44.0,23.0,27.0,44.0,60.0,7.0,13.0,14.0,25.0,106.0,126.0,113.0,113.0,0.42,0.7,19.0,315.0,2.0,0.0,68.0,44.0
2020-06-15 22:00:00,42.0,22.0,27.0,42.0,58.0,6.0,14.0,16.0,25.0,101.0,126.0,113.0,114.0,0.48,0.7,18.0,296.0,2.0,0.0,76.0,42.0
2020-06-15 22:00:00,42.0,22.0,27.0,42.0,58.0,6.0,14.0,16.0,25.0,101.0,126.0,113.0,114.0,0.48,0.7,18.0,296.0,2.0,0.0,76.0,42.0
2020-06-15 23:00:00,47.0,23.0,26.0,47.0,58.0,7.0,14.0,23.0,24.0,92.0,126.0,109.0,114.0,0.5,0.68,17.0,295.0,3.0,0.0,80.0,46.0
2020-06-15 23:00:00,47.0,23.0,26.0,47.0,58.0,7.0,14.0,23.0,24.0,92.0,126.0,109.0,114.0,0.5,0.68,17.0,295.0,3.0,0.0,80.0,56.0
2020-06-16 00:00:00,46.0,23.0,26.0,46.0,57.0,7.0,14.0,25.0,25.0,83.0,126.0,104.0,114.0,0.53,0.68,17.0,300.0,2.0,0.0,80.0,46.0
2020-06-16 00:00:00,46.0,23.0,26.0,46.0,57.0,7.0,14.0,25.0,25.0,83.0,126.0,104.0,114.0,0.53,0.68,16.0,300.0,2.0,0.0,96.0,46.0
2020-06-16 01:00:00,42.0,23.0,26.0,42.0,57.0,6.0,14.0,19.0,25.0,85.0,126.0,85.0,85.0,0.55,0.68,16.0,299.0,2.0,0.0,96.0,42.0
2020-06-16 02:00:00,42.0,22.0,26.0,42.0,56.0,6.0,13.0,19.0,25.0,78.0,126.0,81.0,85.0,0.58,0.68,15.5,335.0,2.0,0.0,96.0,42.0
2020-06-16 03:00:00,37.0,21.0,26.0,37.0,55.0,5.0,13.0,18.0,25.0,80.0,126.0,81.0,86.0,0.58,0.68,15.0,314.0,2.0,0.0,96.0,37.0
2020-06-16 04:00:00,35.0,23.0,26.0,35.0,55.0,6.0,13.0,20.0,24.0,72.0,126.0,79.0,86.0,0.6,0.65,15.0,321.0,2.0,0.0,97.0,35.0
2020-06-16 05:00:00,37.0,21.0,26.0,37.0,54.0,5.0,13.0,19.0,25.0,69.0,126.0,77.0,86.0,0.63,0.65,14.0,317.0,2.0,0.0,97.0,37.0
2020-06-16 06:00:00,38.0,22.0,26.0,38.0,53.0,6.0,12.0,18.0,24.0,69.0,126.0,75.0,86.0,0.63,0.65,15.0,287.0,2.0,0.0,97.0,38.0
2020-06-16 06:00:00,38.0,22.0,26.0,38.0,53.0,6.0,12.0,18.0,24.0,69.0,126.0,75.0,86.0,0.63,0.65,15.0,287.0,2.0,0.0,97.0,38.0
2020-06-16 06:00:00,38.0,22.0,26.0,38.0,53.0,6.0,12.0,18.0,24.0,69.0,126.0,75.0,86.0,0.63,0.65,15.0,287.0,2.0,0.0,97.0,38.0
2020-06-16 07:00:00,40.0,23.0,26.0,40.0,52.0,6.0,12.0,26.0,24.0,58.0,126.0,73.0,86.0,0.78,0.65,15.0,284.0,2.0,0.0,95.0,40.0
2020-06-16 07:00:00,40.0,23.0,26.0,40.0,52.0,6.0,12.0,26.0,24.0,58.0,126.0,73.0,86.0,0.78,0.65,15.0,284.0,2.0,0.0,95.0,40.0
2020-06-16 08:00:00,37.0,25.0,26.0,37.0,50.0,6.0,11.0,38.0,24.0,48.0,126.0,70.0,86.0,0.82,0.63,15.0,249.0,2.0,0.0,98.0,37.0
2020-06-16 08:00:00,37.0,25.0,26.0,37.0,50.0,6.0,11.0,38.0,24.0,48.0,126.0,70.0,86.0,0.82,0.63,15.0,249.0,2.0,0.0,98.0,37.0
2020-06-16 09:00:00,38.0,22.0,26.0,38.0,49.0,6.0,11.0,41.0,24.0,52.0,126.0,66.0,86.0,0.85,0.63,16.0,274.0,1.0,0.0,96.0,38.0
2020-06-16 09:00:00,38.0,22.0,26.0,38.0,49.0,6.0,11.0,41.0,24.0,52.0,126.0,66.0,86.0,0.85,0.63,16.0,274.0,1.0,0.0,96.0,38.0
2020-06-16 10:00:00,40.0,21.0,25.0,40.0,49.0,6.0,10.0,39.0,25.0,63.0,126.0,64.0,86.0,0.93,0.65,16.0,320.0,1.0,0.0,92.0,40.0
2020-06-16 10:00:00,40.0,21.0,25.0,40.0,49.0,6.0,10.0,39.0,25.0,63.0,126.0,64.0,86.0,0.93,0.65,16.0,320.0,1.0,0.0,92.0,40.0
2020-06-16 11:00:00,46.0,23.0,25.0,46.0,48.0,7.0,10.0,45.0,25.0,69.0,126.0,62.0,86.0,0.95,0.65,17.0,300.0,2.0,0.0,87.0,46.0
2020-06-16 11:00:00,46.0,23.0,25.0,46.0,48.0,7.0,10.0,45.0,25.0,69.0,126.0,62.0,86.0,0.95,0.65,17.0,300.0,2.0,0.0,87.0,46.0
