43.12550811,12.12122313,25.47802666,6.088235149,14.47360223,137.7086511,126.2238945,0.348600038,27.11004502,376.3461007,344.5259404,2.060970389,0,11.39854598,42.79452215
43.32314429,10.4186989,34.15726603,6.009035143,15.18720144,136.128707,130.5821639,0.471370604,26.76542417,241.8405472,333.6792141,1.938690213,0,12.62773533,41.89692871
40.57057847,11.8867761,40.86029474,5.747904218,18.79882724,132.5407667,133.2143399,0.437720723,25.14904365,70.32099792,357.5145001,2.024424509,0,13.6916068,44.66555115
44.36068682,18.36105297,40.89558785,6.412489981,26.21973976,116.8245801,130.5606698,0.399799039,24.21903448,254.0215665,252.941621,2.015606692,0,19.46297802,42.83689082
46.59022941,19.47740602,47.22043523,5.601720347,26.78153858,117.3928258,129.3806196,0.441425482,23.51046035,283.2330855,280.6708679,1.954252566,0,18.40119455,45.03581768
50.35939955,23.18590899,52.15182836,6.301769183,34.11256602,98.464301,127.4047182,0.415655019,20.27064811,256.8864895,244.7785334,2.074169634,0,20.08212012,52.31038338
49.90871817,24.95193865,49.78627064,5.870617465,35.10256689,102.2342396,127.7948249,0.447024993,20.18577079,236.2040748,186.1994958,1.904895365,0,20.18200837,50.11918992
59.93482249,26.51761345,66.78690923,5.951887939,59.53262782,62.57166162,118.1940092,0.547433333,19.68573966,75.20715453,110.4191515,1.06599592,0,27.93420128,58.61554476
59.83523221,27.10692992,69.33211959,5.954050524,61.93657881,60.56198004,117.7775591,0.622360268,20.07646618,70.33021218,109.1120681,1.024815615,0,28.4606992,60.09572877
60.75356724,31.80392262,75.39305857,6.409415118,84.41795965,26.48474639,106.3494206,0.66952472,18.14692131,255.7086605,228.4665557,1.901018244,0,33.55263711,61.40721346
61.66132305,32.05986872,71.51514306,5.466691895,85.33281825,23.84792365,108.7172365,0.703298982,17.83542145,254.5328253,301.0994824,2.078913668,0,33.18661014,61.83645086
71.09344342,32.54804778,90.12766365,8.185027266,91.89978889,10.51491385,90.77309613,0.790636622,16.06754281,232.9062105,221.4808997,2.022741971,0,34.18642186,69.53836916
70.39747338,31.11301225,92.19913663,8.049297527,92.25760669,10.18707206,81.59558296,0.739678929,15.99039746,251.4101957,207.4034149,1.891170211,0,33.46849752,71.86100742
66.21130897,29.79269834,83.22890366,8.315078762,87.80984626,10.02997312,16.53376886,0.744383125,15.04165238,149.5191252,153.773399,1.088894168,0,37.51050954,66.67685398
68.996756,28.0204065,84.9843034,7.288239339,87.14156157,8.643680367,9.300914793,0.71518517,14.93595386,127.0090042,132.9960097,1.008739738,0,39.38566354,66.60179553
75.6793532,27.37260422,101.434438,8.331882797,81.44151095,10.14803341,5.945270936,0.60697511,13.96624221,145.0778868,115.87226,0.931644535,0,43.46128522,77.83255946
73.88744954,24.89319797,97.41080356,8.501010438,79.72901547,6.681284286,9.300649749,0.674832448,14.18677924,170.0646758,163.0423702,1.030839193,0,43.23829437,73.90577374
81.34465137,25.28942023,113.4400938,11.29799571,76.1801206,9.07361061,9.574621671,0.80699274,13.80047357,288.3655201,297.9308256,2.049000265,0,44.54454576,79.60272994
81.56440735,25.20277747,112.2381202,11.97592826,77.18296559,9.668295856,9.904687789,0.866242827,14.01715511,329.3407153,312.0841096,1.913793968,0,44.58670499,83.29407654
75.59615533,28.63942406,96.22423367,14.85196039,72.65893105,5.258122223,8.167605255,0.815526794,13.1878628,242.8720162,236.2017108,1.075104716,0,48.27630062,74.87419363
78.9329334,29.59989482,111.3366494,13.05004976,71.46772189,9.514306717,8.708071613,0.770541937,12.75795236,232.6416126,224.6022731,0.928345723,0,48.85918546,78.39805078
75.84170786,30.5239487,99.31199125,16.34215966,68.60927281,8.274244842,7.821791985,0.745954628,12.14715561,254.9777222,257.5202379,1.081128609,0,49.31966739,77.50373286
