,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.14973792227173502,20.59943266681427,0.8950112169151513,11.749760962821341,13.923238858495354
0,2,0.1265069688720589,15.018667605797017,0.9444857163014633,9.344005399820755,12.665526522662903
0,3,0.10749229560035184,12.266093681266025,0.963179550433273,7.862326086383977,10.848442302253059
0,4,0.09040856750559101,10.149873822124041,0.9749143369317349,6.759949164554991,9.178368626401872
0,5,0.09017247741144059,10.000775472367323,0.9757530764549835,6.78637421131134,8.784041876860588
0,6,0.08775476644106359,9.98136508919937,0.9759470285093458,6.751794014777337,9.003586341908287
0,7,0.09617900913445118,10.655493760971067,0.9726814364180618,6.976272126318703,9.463029555733634
0,8,0.09647980144266781,10.431809043944991,0.9739245374060047,7.133477420671611,9.228023701713452
0,9,0.08765456337688575,9.972911086169752,0.9762597030229894,6.6284736633300785,8.615312436826043
0,10,0.09865317789143853,11.197498584943931,0.9701993261556445,7.220924926318711,10.00705280861014
0,11,0.09287525161460387,10.634579842194633,0.9731874066027356,7.024501800537109,9.269971309787127
0,12,0.09021741390083073,10.257251796104985,0.97511765339019,6.761155560068841,9.293561979202734
0,13,0.08655038377463091,10.761649346868078,0.9726912786350626,6.875801913878497,8.658453396789863
0,14,0.12597159995194174,15.36470002676912,0.9444450491984863,9.664034553810403,13.32419412916431
