,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.14571633317151703,20.615341650033496,0.8948489881984915,11.727321521655933,13.89460243752379
0,2,0.125239540694711,15.169397113092815,0.9433658260059096,9.34872799827939,13.34454768090887
0,3,0.10597477529275769,12.337008990532311,0.9627525715347796,7.809982966070306,10.486938503630197
0,4,0.0908964441899026,10.755926856238561,0.971829148222427,6.777138039161419,9.486949254277814
0,5,0.09079815598009422,10.12435175203267,0.975150151805048,6.789115269978841,8.787224245458287
0,6,0.08825030114847561,10.078657939850382,0.9754758329272807,6.632470137589461,8.941993374476906
0,7,0.08899309833219159,9.954300541128326,0.9761585755400595,6.734187569416744,8.857703811876513
0,8,0.08575823109559205,10.001254552769106,0.9760325556978809,6.619782873924742,8.592088545048814
0,9,0.0786461306285911,9.850435974441597,0.9768392212261486,6.321585832323347,8.015119030188627
0,10,0.11695796394448171,12.599348257653117,0.9622705727323132,8.311396770340076,11.587282855732598
0,11,0.12294190819775298,13.916474124484294,0.954084789170872,8.78639428857444,12.12480314559643
0,12,0.08562802402321905,9.860055006958746,0.9770074056368842,6.621369340994062,8.511622283963128
0,13,0.08440204884813184,10.233155092566866,0.9753076283640052,6.631165504455566,8.703095702639729
0,14,0.09612486062118543,10.892361768688756,0.9720797880883323,7.151540614940502,9.602813858975855
