,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.23983459835873608,16.454874412438702,0.8717868092993744,12.142808649991009,19.681121898057487
0,2,0.17620261381208005,10.133858324677787,0.9514868077047283,8.13552340682672,16.305037303336974
0,3,0.16522941075583616,9.725615296129773,0.9555679243832778,7.69539865728927,16.004714008633027
0,4,0.15387539311581303,9.408791213178013,0.9586997492009972,7.241738301310046,15.187051975553272
0,5,0.1512230240926521,9.303831238152151,0.9598903746558398,7.142799283067386,14.997127697375308
0,6,0.15202448061698523,9.198779511432177,0.9610256195112944,7.058327623180576,14.892003634465592
0,7,0.15208548060799093,9.24382141051234,0.9609045198507347,7.0880022048950195,14.655750477782025
0,8,0.1519099651832004,9.24654505008987,0.9611566874367872,7.083654665777869,14.928465092158207
0,9,0.15451034966756505,9.246667398456976,0.9613785721037016,7.102768874168396,14.911185499902057
0,10,0.1553656880361118,9.331758382365035,0.960861914985658,7.183763202145803,14.96266257831289
0,11,0.15470056314716082,9.333370165481474,0.9610581423447737,7.195301052452861,15.067775898770073
0,12,0.15771065104703158,9.407525501201025,0.9606497035037512,7.234538172283312,15.634766311417971
0,13,0.15795205866309742,9.421687959261064,0.9608106969207322,7.280697559609132,15.368829592776107
0,14,0.15725353862896377,9.366990914759342,0.9615491426301278,7.239055511686537,15.548680207555229
