,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.22738153530206512,16.368599634432112,0.873127757369611,12.041219666197494,19.636244830542925
0,2,0.16652997059810273,10.190678024887344,0.9509412637073601,8.039212784799588,16.434472832273077
0,3,0.16394383418632008,10.186100918653521,0.9512608021486203,7.977725989198031,16.16519841823574
0,4,0.17278363140138336,9.638202989577582,0.9566611719026512,7.836926633736183,16.70347311177948
0,5,0.17889908407589702,10.065845151235242,0.9530510971937683,8.157934677269724,17.214626653371045
0,6,0.15549556905305623,9.315201586369335,0.9600328373764256,7.195495026928562,15.473899441071351
0,7,0.16265571018165334,10.159566025555913,0.9527748036046186,7.9739274521109085,17.77240829558138
0,8,0.1605660367169418,9.485648705922957,0.9591218386699447,7.38916093576039,15.536227453939722
0,9,0.15691101510329114,9.40788503999152,0.9600200858415043,7.238408514431545,15.462142854586835
0,10,0.16428747093760876,9.482109233220262,0.9595905900211082,7.34884931372224,15.703123250666534
0,11,0.15989784368202517,9.720239371218428,0.9577629474440571,7.497847719468933,15.90347396829997
0,12,0.15827598581773883,9.707507614382845,0.9581001295404089,7.491966840994619,16.335350774091037
0,13,0.16277450348353936,9.635762264795357,0.9590095902069007,7.546414529576021,16.71005943076696
0,14,0.16654933587891163,9.551058421655123,0.9600231258335454,7.447157414754232,15.470318068500507
