,window_size,MAPE,RMSE,R2,MAE,SMAPE
0,1,0.1251580126225636,0.08978753368404162,0.8347744840527273,0.0684700833516078,12.020836162047171
0,2,0.09117823586031851,0.06430824516772253,0.91580453247798,0.048262133229346506,8.997830681450559
0,3,0.07971048954400721,0.05699184498612897,0.9342487219892006,0.0414743316826755,7.827053965452836
0,4,0.07778026660699987,0.055925707153822425,0.9371116481596959,0.03968002551588518,7.578155497531124
0,5,0.07334350714027438,0.05621688772157074,0.9368216451143673,0.03862454583661423,7.181045815124591
0,6,0.07245417212760003,0.05569157657133307,0.9379243894307787,0.03822992764152847,7.055505709222917
0,7,0.07226285681270922,0.05595392120356919,0.9372565454974608,0.03840347861739952,7.072721549865507
0,8,0.0723344352213678,0.05613456421280207,0.9367596662430016,0.03849565932936702,7.102032900944541
0,9,0.07306025830014942,0.05649908286484117,0.935688326650479,0.03879719597526959,7.137260267403726
0,10,0.07380544070720306,0.05679835285577627,0.9348415208703248,0.03917282241711513,7.212710019935534
0,11,0.07395809903308467,0.05547840947102772,0.9376666592423346,0.039396868888018785,7.29604575187131
0,12,0.0744296919289943,0.05752577372769623,0.9326775889031377,0.039870129340756545,7.344142688426896
0,13,0.07535668341161961,0.05805722320147099,0.9315832843517748,0.040148124734268466,7.369322167001351
0,14,0.07448330529267493,0.05814995890645826,0.9317560911424316,0.04003738033771515,7.338625983506073
